Year,State,District,Rice_Area_1000ha,Rice_Prod_1000t,Rice_Yield,Wheat_Area_1000ha,Wheat_Prod_1000t,Wheat_Yield,Sorghum_Prod_1000t,Sorghum_Kharif_Prod_1000t,Sorghum_Rabi_Prod_1000t,PearlMillet_Prod_1000t,FingerMillet_Prod_1000t,Maize_Area_1000ha,Maize_Prod_1000t,Maize_Yield,Groundnut_Prod_1000t,Sesamum_Prod_1000t,RapeseedMustard_Prod_1000t,Safflower_Prod_1000t,Castor_Prod_1000t,Linseed_Prod_1000t,Sunflower_Prod_1000t,Soybean_Prod_1000t,Soybean_Yield,Oilseed_Prod_1000t,Oilseed_Yield,Sugarcane_Prod_1000t,Cotton_Prod_1000t
1993,Orissa,Cuttack,593.65,946.89,1595.03,1.65,3.11,1884.85,0.15,0.15,0.0,0.0,3.82,3.64,4.43,1217.03,170.22,6.77,8.66,0.01,0.57,0.53,0.0,0.0,0.0,186.76,1452.93,36.5,0.0
1994,Orissa,Cuttack,514.03,707.42,1376.22,1.48,2.66,1797.3,0.15,0.15,0.0,0.0,2.8,3.87,5.21,1346.25,174.04,6.53,7.53,0.02,0.47,0.62,0.0,0.0,0.0,189.21,1417.2,37.94,0.0
1995,Orissa,Cuttack,572.11,811.68,1418.75,1.51,2.56,1695.36,0.22,0.22,0.0,0.0,3.22,4.39,5.29,1205.01,125.15,6.43,7.5,0.02,0.57,0.49,0.0,0.0,0.0,140.16,1067.8,57.82,0.0
1996,Orissa,Cuttack,570.94,595.76,1043.47,1.19,1.53,1285.71,0.19,0.19,0.0,0.0,2.07,4.6,4.91,1067.39,79.96,2.96,5.86,0.0,0.48,0.35,0.0,0.0,0.0,89.61,840.23,69.1,0.0
1997,Orissa,Cuttack,579.72,725.35,1251.21,1.17,1.79,1529.91,0.13,0.13,0.0,0.0,1.66,3.78,3.84,1015.87,65.1,4.18,4.01,0.0,0.31,0.28,0.06,0.0,0.0,73.94,983.51,51.55,0.0
1998,Orissa,Cuttack,568.76,818.51,1439.11,1.26,2.35,1865.08,0.14,0.14,0.0,0.0,1.19,3.63,3.91,1077.13,45.79,2.96,5.61,0.0,0.37,0.35,0.17,0.0,0.0,55.25,640.73,50.3,0.0
1999,Orissa,Cuttack,586.41,335.45,572.04,2.95,3.96,1342.37,0.15,0.15,0.0,0.0,0.78,3.61,3.52,975.07,112.23,2.57,4.93,0.0,0.4,0.2,0.39,0.0,0.0,120.72,1477.96,18.4,0.0
2000,Orissa,Cuttack,528.38,564.24,1067.87,1.65,2.1,1272.73,0.06,0.06,0.0,0.0,0.64,4.62,3.82,826.84,64.01,1.35,3.64,0.0,0.2,0.22,0.18,0.0,0.0,69.6,846.72,26.03,0.0
2001,Orissa,Cuttack,478.8,764.1,1595.86,2.02,2.37,1173.27,0.0,0.0,0.0,0.0,0.34,3.73,3.5,938.34,105.43,2.42,5.14,0.03,0.24,0.16,0.66,0.0,0.0,114.08,1327.75,31.91,0.0
2002,Orissa,Cuttack,498.63,493.58,989.87,1.08,1.32,1222.22,0.08,0.08,0.0,0.0,0.14,3.6,3.34,927.78,78.14,2.12,4.43,0.01,0.15,0.15,0.23,0.0,0.0,85.23,1155.03,22.65,0.0
2003,Orissa,Cuttack,507.63,627.04,1235.23,1.42,2.17,1528.17,0.06,0.06,0.0,0.0,0.15,4.13,3.95,956.42,112.45,1.85,3.32,0.0,0.19,0.09,0.1,0.0,0.0,118.0,1452.13,27.1,0.0
2004,Orissa,Cuttack,520.84,842.15,1616.91,1.5,2.06,1373.33,0.08,0.08,0.0,0.0,0.1,4.75,4.25,894.74,106.58,1.74,2.66,0.0,0.24,0.1,0.18,0.0,0.0,111.48,1447.04,47.95,0.0
2005,Orissa,Cuttack,521.6,958.1,1836.85,1.41,2.14,1517.73,0.06,0.06,0.0,0.0,0.09,5.19,4.93,949.9,111.73,1.72,4.11,0.01,0.17,0.09,0.29,0.0,0.0,118.12,1560.16,31.33,0.0
2006,Orissa,Cuttack,498.99,680.63,1364.02,1.27,1.96,1543.31,0.02,0.02,0.0,0.0,0.09,4.83,4.61,954.45,114.26,1.89,4.57,0.01,0.12,0.09,0.48,0.0,0.0,121.42,1577.5,31.95,0.0
2007,Orissa,Cuttack,515.08,819.25,1590.53,1.36,2.13,1566.18,0.08,0.08,0.0,0.0,0.11,5.56,5.28,949.64,118.55,1.9,4.51,0.01,0.1,0.09,0.57,0.0,0.0,125.73,1638.82,27.75,0.0
2008,Orissa,Cuttack,506.07,781.47,1544.19,1.47,2.44,1659.86,0.06,0.06,0.0,0.0,0.08,5.77,7.71,1336.22,117.26,2.43,4.33,0.01,0.17,0.09,2.24,0.0,0.0,126.53,1649.46,32.3,0.0
2009,Orissa,Cuttack,510.24,964.19,1889.68,1.42,2.26,1591.55,0.02,0.02,0.0,0.0,0.07,5.38,6.48,1204.46,111.78,1.85,2.74,0.0,0.18,0.08,1.35,0.0,0.0,117.98,1547.48,30.93,0.0
2010,Orissa,Cuttack,484.39,733.51,1514.3,0.97,1.58,1628.87,0.03,0.03,0.0,0.0,0.07,5.44,6.67,1226.1,106.33,1.81,2.81,0.0,0.18,0.09,1.4,0.0,0.0,112.62,1525.81,33.55,0.0
2011,Orissa,Cuttack,476.08,805.35,1691.63,1.06,1.47,1386.79,0.03,0.03,0.0,0.0,0.04,5.21,8.93,1714.01,112.92,1.78,2.78,0.0,0.18,0.06,0.91,0.0,0.0,118.63,1547.08,34.42,0.0
2012,Orissa,Cuttack,468.8,1076.68,2296.67,0.86,1.45,1686.05,0.04,0.0,0.0,0.0,0.11,5.8,10.86,1872.41,116.88,1.53,3.08,0.2,0.19,0.08,2.45,0.08,666.67,124.49,1628.17,38.62,0.0
2013,Orissa,Cuttack,462.49,630.32,1362.88,0.83,1.41,1698.8,0.04,0.0,0.0,0.0,0.1,5.1,10.8,2117.65,114.58,1.62,3.34,0.0,0.09,0.09,1.97,0.04,666.67,121.71,1619.56,0.0,0.0
2014,Orissa,Cuttack,461.62,910.11,1971.56,0.68,1.17,1720.59,0.04,0.04,0.0,0.0,0.1,4.17,8.51,2040.77,111.65,1.18,2.71,0.0,0.07,0.06,1.53,0.01,1000.0,117.21,1676.82,46.42,0.0
2015,Orissa,Cuttack,431.39,806.7,1870.0,0.33,0.58,1757.58,0.0,0.0,0.0,0.0,0.08,2.92,6.27,2147.26,98.13,0.94,2.61,0.0,0.07,0.07,1.16,0.0,0.0,102.98,1669.31,0.0,0.0
2016,Orissa,Cuttack,437.4,1254.27,2867.56,0.18,0.31,1722.22,0.0,0.0,0.0,0.0,0.08,3.39,7.9,2330.38,98.89,0.76,2.39,0.0,0.06,0.06,0.93,0.0,0.0,103.09,1703.4,37.29,0.0
2017,Orissa,Cuttack,417.2,708.65,1698.59,0.44,0.82,1863.64,0.0,0.0,0.0,0.0,0.08,3.44,8.3,2412.79,77.18,0.83,3.85,0.0,0.05,0.19,1.5,0.0,0.0,83.6,1586.64,43.74,0.0
1966,Orissa,Dhenkanal,267.64,185.14,691.75,0.27,0.16,592.59,0.0,0.0,0.0,0.0,0.57,3.13,1.14,364.22,5.14,2.72,2.1,0.0,0.0,0.0,0.0,0.0,0.0,11.2,356.8,8.68,0.0
1967,Orissa,Dhenkanal,280.57,201.27,717.36,0.18,0.13,722.22,0.0,0.0,0.0,0.0,1.94,2.85,1.06,371.93,4.36,1.62,1.83,0.0,0.0,0.0,0.0,0.0,0.0,9.34,492.62,5.87,0.0
1968,Orissa,Dhenkanal,298.48,267.33,895.64,0.21,0.22,1047.62,0.06,0.06,0.0,0.0,2.1,3.14,1.53,487.26,6.81,2.4,2.03,0.0,0.0,0.0,0.0,0.0,0.0,14.76,487.45,17.63,0.0
1969,Orissa,Dhenkanal,308.31,267.16,866.53,0.21,0.23,1095.24,0.05,0.05,0.0,0.0,1.76,3.53,4.06,1150.14,12.71,8.27,2.08,0.0,0.0,0.0,0.01,0.0,0.0,25.02,747.09,16.25,0.0
1970,Orissa,Dhenkanal,333.0,312.0,936.94,0.22,0.32,1454.55,0.09,0.09,0.0,0.0,1.67,3.83,3.72,971.28,12.52,7.94,2.25,0.0,0.0,0.0,0.0,0.0,0.0,25.13,781.16,10.81,0.0
1971,Orissa,Dhenkanal,315.0,225.0,714.29,1.04,1.97,1894.23,0.02,0.02,0.0,0.0,2.21,4.23,4.09,966.9,9.77,8.17,1.92,0.0,0.0,0.0,0.0,0.0,0.0,28.79,885.03,18.55,0.0
1972,Orissa,Dhenkanal,314.6,294.27,935.38,4.89,10.86,2220.86,0.08,0.08,0.0,0.0,2.19,4.49,4.04,899.78,9.88,8.41,1.98,0.0,0.0,0.0,0.0,0.0,0.0,38.51,1002.34,20.39,0.0
1973,Orissa,Dhenkanal,329.23,279.99,850.44,6.22,5.56,893.89,0.1,0.1,0.0,0.0,2.71,9.98,6.07,608.22,19.65,9.07,2.8,-1.0,0.0,0.0,0.02,0.0,0.0,33.56,946.15,24.71,0.04
1974,Orissa,Dhenkanal,343.63,205.94,599.31,4.44,0.88,198.2,0.12,0.12,0.0,0.0,2.44,6.89,6.0,870.83,17.01,8.33,3.16,-1.0,0.0,0.0,0.0,0.0,0.0,30.62,886.51,27.25,0.04
1975,Orissa,Dhenkanal,347.5,305.76,879.88,6.22,12.43,1998.39,0.27,0.27,0.0,0.0,4.84,9.98,9.02,903.81,14.52,10.03,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,30.75,750.73,28.4,0.1
1976,Orissa,Dhenkanal,296.79,127.84,430.74,3.74,7.48,2000.0,0.31,0.31,0.0,0.04,5.83,9.81,8.52,868.5,10.16,4.42,0.58,-1.0,0.0,0.0,0.0,0.0,0.0,16.24,588.83,20.22,0.07
1977,Orissa,Dhenkanal,295.18,255.43,865.34,5.21,10.42,2000.0,0.22,0.22,0.0,0.01,7.53,11.37,11.44,1006.16,11.87,11.17,2.94,-1.0,0.0,0.0,0.0,0.0,0.0,27.7,700.2,22.84,0.06
1978,Orissa,Dhenkanal,264.37,278.05,1051.75,3.43,6.86,2000.0,0.09,0.09,0.0,0.01,6.09,9.34,7.92,847.97,11.66,14.93,4.54,-1.0,0.0,0.0,0.0,0.0,0.0,33.06,682.78,27.65,0.04
1979,Orissa,Dhenkanal,261.06,115.42,442.12,1.96,3.38,1724.49,0.04,0.04,0.0,0.03,2.03,10.51,3.81,362.51,4.47,6.27,1.06,-1.0,0.0,0.0,0.0,0.0,0.0,12.89,232.84,28.96,0.03
1980,Orissa,Dhenkanal,233.42,233.03,998.33,3.83,7.66,2000.0,0.09,0.09,0.0,0.06,6.16,14.17,12.17,858.86,18.47,12.86,3.02,-1.0,0.0,0.0,0.0,0.0,0.0,36.32,675.97,25.2,0.03
1981,Orissa,Dhenkanal,230.79,231.05,1001.13,4.07,8.19,2012.29,0.0,0.0,0.0,0.03,5.06,12.09,11.97,990.07,27.64,17.89,2.96,-1.0,0.0,0.0,0.0,0.0,0.0,46.67,666.9,25.7,0.1
1982,Orissa,Dhenkanal,219.34,134.0,610.92,4.22,8.27,1959.72,0.0,0.0,0.0,0.0,4.65,13.22,11.74,888.05,26.51,23.2,2.4,-1.0,0.0,0.0,0.0,0.0,0.0,42.66,576.1,25.84,0.05
1983,Orissa,Dhenkanal,253.72,356.61,1405.53,3.18,7.03,2210.69,0.0,0.0,0.0,0.0,3.5,10.62,6.38,600.75,49.35,20.58,3.29,-1.0,0.0,0.0,0.01,0.01,1000.0,83.8,865.97,28.94,0.05
1984,Orissa,Dhenkanal,243.83,217.77,893.12,2.14,4.64,2168.22,0.0,0.0,0.0,0.0,4.39,10.13,6.16,608.09,71.57,17.33,0.23,-1.0,0.0,0.0,0.0,0.0,0.0,70.91,753.8,36.2,0.02
1985,Orissa,Dhenkanal,257.06,228.57,889.17,2.97,5.68,1912.46,0.0,0.0,0.0,0.0,3.97,10.23,6.28,613.88,65.82,22.3,4.23,-1.0,0.0,0.0,0.0,0.0,0.0,86.51,816.36,35.2,0.04
1986,Orissa,Dhenkanal,244.6,242.63,991.95,2.56,5.13,2003.91,0.0,0.0,0.0,0.0,3.63,10.51,11.37,1081.83,61.96,20.8,4.09,-1.0,0.0,0.0,0.0,0.0,0.0,98.08,871.13,18.6,0.02
1987,Orissa,Dhenkanal,221.7,144.32,650.97,2.3,4.5,1956.52,0.0,0.0,0.0,0.0,1.33,9.05,9.03,997.79,75.75,19.27,3.9,-1.0,0.0,0.0,0.0,0.23,605.26,108.08,956.8,18.6,0.01
1988,Orissa,Dhenkanal,246.42,311.6,1264.51,2.39,4.3,1799.16,0.0,0.0,0.0,0.0,1.53,8.43,9.95,1180.31,82.86,19.52,4.01,-1.0,0.0,0.0,0.0,0.0,0.0,125.67,1098.8,31.95,0.02
1989,Orissa,Dhenkanal,236.81,316.34,1335.84,2.56,5.12,2000.0,0.0,0.0,0.0,0.0,1.33,8.59,6.59,767.17,84.48,35.02,6.47,-1.0,0.0,0.0,0.0,0.0,0.0,105.59,858.18,34.0,0.01
1990,Orissa,Dhenkanal,239.84,250.75,1045.49,2.28,4.56,2000.0,0.0,0.0,0.0,0.0,1.39,8.35,10.54,1262.28,66.73,47.53,7.59,0.0,1.06,0.11,0.0,0.0,0.0,123.02,989.07,35.0,0.01
1991,Orissa,Dhenkanal,235.13,352.32,1498.41,2.2,4.4,2000.0,0.0,0.0,0.0,0.0,0.82,8.3,8.1,975.9,78.5,24.88,7.77,0.0,1.1,0.0,0.0,0.0,0.0,112.35,856.98,56.93,0.0
1992,Orissa,Dhenkanal,231.89,261.01,1125.58,1.65,3.26,1975.76,0.0,0.0,0.0,0.0,0.84,8.1,7.88,972.84,50.68,29.88,6.15,0.0,1.03,0.0,0.0,0.0,0.0,87.94,723.79,18.67,0.0
1993,Orissa,Dhenkanal,239.18,331.92,1387.74,1.43,2.72,1902.1,0.0,0.0,0.0,0.0,1.15,8.81,8.55,970.49,44.15,36.27,6.38,0.0,1.24,0.0,0.0,0.0,0.0,88.24,655.38,20.09,0.0
1994,Orissa,Dhenkanal,236.98,334.66,1412.19,1.49,2.36,1583.89,0.0,0.0,0.0,0.0,0.57,8.57,8.78,1024.5,35.31,41.26,5.86,0.0,1.32,0.0,0.0,0.0,0.0,83.75,633.17,20.81,0.01
1995,Orissa,Dhenkanal,250.01,301.45,1205.75,1.43,2.15,1503.5,0.0,0.0,0.0,0.0,0.58,7.9,9.16,1159.49,36.85,48.88,5.5,0.0,1.25,0.0,0.0,0.0,0.0,92.48,679.75,23.1,0.01
1996,Orissa,Dhenkanal,236.17,183.14,775.46,1.1,1.64,1490.91,0.0,0.0,0.0,0.0,0.11,7.67,5.03,655.8,26.17,8.42,1.4,0.0,0.53,0.0,0.0,0.0,0.0,36.7,379.17,28.03,0.0
1997,Orissa,Dhenkanal,238.58,331.78,1390.64,1.42,1.74,1225.35,0.0,0.0,0.0,0.0,0.15,7.53,5.02,666.67,43.43,15.96,3.85,0.0,1.03,0.0,0.17,0.0,0.0,64.66,627.34,17.6,0.02
1998,Orissa,Dhenkanal,224.87,258.8,1150.89,1.75,2.31,1320.0,0.0,0.0,0.0,0.0,0.12,7.11,4.07,572.43,31.39,17.01,1.9,0.0,1.05,0.0,1.09,0.0,0.0,52.66,439.97,17.57,0.02
1999,Orissa,Dhenkanal,240.5,255.89,1063.99,1.38,1.74,1260.87,0.0,0.0,0.0,0.0,0.1,7.47,4.49,601.07,41.78,13.49,1.38,0.0,1.15,0.0,1.98,0.0,0.0,59.99,558.15,15.12,0.05
2000,Orissa,Dhenkanal,237.75,119.7,503.47,1.07,1.35,1261.68,0.0,0.0,0.0,0.0,0.11,6.53,2.93,448.7,25.99,6.9,0.83,0.04,0.81,0.0,0.47,0.0,0.0,35.26,435.95,8.39,0.05
2001,Orissa,Dhenkanal,237.83,416.75,1752.3,1.06,2.17,2047.17,0.0,0.0,0.0,0.0,0.08,6.78,4.02,592.92,39.32,18.43,2.85,0.0,0.0,0.0,0.0,0.0,0.0,60.76,598.27,6.85,0.0
2002,Orissa,Dhenkanal,218.35,96.16,440.39,1.05,1.63,1552.38,0.0,0.0,0.0,0.0,0.1,6.47,4.59,709.43,18.76,5.3,0.97,0.0,0.64,0.0,0.17,0.0,0.0,26.02,384.91,10.91,0.02
2003,Orissa,Dhenkanal,225.16,375.68,1668.5,1.25,1.92,1536.0,0.0,0.0,0.0,0.0,0.07,7.17,4.75,662.48,30.05,9.52,2.1,0.0,0.92,0.0,0.36,0.0,0.0,43.14,428.27,12.78,0.03
2004,Orissa,Dhenkanal,240.01,316.64,1319.28,0.72,1.1,1527.78,0.0,0.0,0.0,0.0,0.08,7.06,4.24,600.57,31.92,12.67,1.19,0.0,0.7,0.0,0.26,0.0,0.0,46.76,448.8,10.71,0.01
2005,Orissa,Dhenkanal,236.04,407.34,1725.72,0.48,0.78,1625.0,0.0,0.0,0.0,0.0,0.07,7.05,6.03,855.32,28.52,19.52,2.54,0.0,0.64,0.0,0.26,0.0,0.0,51.63,491.81,12.56,0.01
2006,Orissa,Dhenkanal,226.45,318.88,1408.17,0.45,0.75,1666.67,0.0,0.0,0.0,0.0,0.06,7.25,6.48,893.79,29.83,16.94,2.66,0.0,0.66,0.0,0.39,0.0,0.0,50.61,509.36,10.8,0.0
2007,Orissa,Dhenkanal,222.08,313.26,1410.57,0.47,0.79,1680.85,0.0,0.0,0.0,0.0,0.06,7.02,7.06,1005.7,31.6,28.08,2.61,0.0,0.59,0.0,0.39,0.0,0.0,63.43,640.06,9.21,0.0
2008,Orissa,Dhenkanal,210.97,319.43,1514.1,0.49,0.82,1673.47,0.0,0.0,0.0,0.0,0.05,6.99,7.05,1008.58,34.24,27.23,2.51,0.0,0.6,0.0,0.33,0.0,0.0,65.12,689.83,7.07,0.0
2009,Orissa,Dhenkanal,214.47,276.38,1288.67,0.52,0.88,1692.31,0.0,0.0,0.0,0.0,0.05,6.94,8.08,1164.27,35.0,21.81,1.76,0.0,0.58,0.0,0.42,0.0,0.0,59.82,646.21,6.69,0.0
2010,Orissa,Dhenkanal,176.24,178.0,1009.99,0.47,0.85,1808.51,0.0,0.0,0.0,0.0,0.07,7.2,17.27,2398.61,36.03,21.17,1.98,0.0,0.56,0.0,0.43,0.0,0.0,60.41,649.5,6.44,0.0
2011,Orissa,Dhenkanal,172.26,274.2,1591.78,0.52,0.96,1846.15,0.0,0.0,0.0,0.0,0.04,7.53,11.02,1463.48,39.56,22.09,2.29,0.0,0.54,0.0,0.38,0.0,0.0,65.08,703.87,7.7,0.0
2012,Orissa,Dhenkanal,167.9,402.23,2395.65,0.42,0.72,1714.29,0.0,0.0,0.0,0.0,0.05,7.61,11.74,1542.71,41.69,23.93,3.22,0.0,0.58,0.0,0.35,0.0,0.0,69.98,755.07,7.33,0.0
2013,Orissa,Dhenkanal,171.29,398.64,2327.28,0.47,0.8,1702.13,0.0,0.0,0.0,0.0,0.06,8.48,15.9,1875.0,41.18,23.48,2.97,0.0,0.52,0.0,0.32,0.0,0.0,68.65,753.98,0.0,0.0
2014,Orissa,Dhenkanal,188.9,550.87,2916.2,0.24,0.41,1708.33,0.0,0.0,0.0,0.0,0.05,8.21,15.41,1876.98,42.19,23.89,3.15,0.0,0.56,0.0,0.33,0.0,0.0,70.31,757.81,8.56,0.0
2015,Orissa,Dhenkanal,165.51,199.94,1208.02,0.17,0.3,1764.71,0.0,0.0,0.0,0.0,0.06,9.62,18.2,1891.89,40.72,23.53,3.02,0.0,0.59,0.0,0.44,0.0,0.0,68.37,734.45,0.0,0.0
2016,Orissa,Dhenkanal,154.21,399.75,2592.24,0.06,0.11,1833.33,0.0,0.0,0.0,0.0,0.08,8.94,20.07,2244.97,42.24,22.49,2.75,0.0,0.25,0.0,0.76,0.0,0.0,68.63,764.76,5.29,0.0
2017,Orissa,Dhenkanal,154.31,211.31,1369.39,0.05,0.09,1800.0,0.0,0.0,0.0,0.0,0.03,8.22,20.19,2456.2,42.52,22.12,3.0,0.0,0.21,0.0,0.72,0.0,0.0,68.85,777.53,5.55,0.0
1966,Orissa,Ganjam,334.65,307.78,919.71,0.93,0.5,537.63,0.0,0.0,0.0,0.01,47.76,2.79,3.24,1161.29,13.59,7.91,0.74,0.0,0.0,0.0,0.02,0.0,0.0,24.53,636.15,21.77,0.0
1967,Orissa,Ganjam,354.8,326.31,919.7,0.19,0.21,1105.26,0.21,0.21,0.0,0.02,47.67,2.79,2.92,1046.59,11.71,8.94,1.01,0.0,0.0,0.0,0.0,0.0,0.0,22.76,561.98,13.53,0.0
1968,Orissa,Ganjam,351.12,365.27,1040.3,0.19,0.19,1000.0,0.61,0.61,0.0,0.15,52.7,2.81,2.88,1024.91,18.39,7.57,0.69,0.0,0.0,0.0,0.0,0.0,0.0,29.97,722.69,13.38,0.0
1969,Orissa,Ganjam,362.7,365.04,1006.45,0.19,0.21,1105.26,0.6,0.6,0.0,0.14,44.33,2.84,2.68,943.66,10.17,9.96,0.85,0.0,0.0,0.0,0.01,0.0,0.0,23.59,552.59,23.3,0.0
1970,Orissa,Ganjam,367.0,375.0,1021.8,0.18,0.19,1055.56,0.75,0.75,0.0,0.32,43.02,2.87,2.7,940.77,10.56,9.03,0.81,0.0,0.0,0.0,0.0,0.0,0.0,23.99,668.25,17.36,0.0
1971,Orissa,Ganjam,329.0,363.0,1103.34,0.11,0.15,1363.64,0.82,0.82,0.0,0.43,37.4,3.6,3.13,869.44,15.69,9.54,0.91,0.0,0.0,0.0,0.0,0.0,0.0,30.02,899.34,16.53,0.0
1972,Orissa,Ganjam,341.98,291.44,852.21,0.8,1.02,1275.0,0.88,0.88,0.0,0.44,43.46,2.74,2.6,948.91,17.39,6.75,0.85,0.0,0.0,0.0,0.0,0.0,0.0,31.07,850.3,12.92,0.0
1973,Orissa,Ganjam,369.77,436.72,1181.06,0.89,0.81,910.11,1.44,1.44,0.0,0.54,42.29,5.86,3.57,609.22,28.97,6.39,1.27,-1.0,0.0,0.0,0.02,0.0,0.0,39.56,1003.3,15.6,0.0
1974,Orissa,Ganjam,363.35,282.88,778.53,0.95,1.37,1442.11,1.02,1.02,0.0,0.39,47.21,4.91,2.18,443.99,12.29,8.38,1.41,-1.0,0.0,0.0,0.0,0.0,0.0,32.78,681.92,21.77,0.0
1975,Orissa,Ganjam,357.11,414.96,1161.99,0.89,1.25,1404.49,2.72,2.72,0.0,0.9,53.38,5.86,6.0,1023.89,18.41,5.58,1.73,-1.0,0.0,0.0,0.0,0.0,0.0,31.91,692.49,30.8,0.0
1976,Orissa,Ganjam,334.54,264.72,791.3,0.63,0.78,1238.1,1.98,1.98,0.0,0.86,45.06,6.21,6.14,988.73,18.02,9.18,1.67,-1.0,0.0,0.0,0.0,0.0,0.0,31.36,705.19,30.8,0.03
1977,Orissa,Ganjam,334.24,237.34,710.09,1.06,1.37,1292.45,2.22,2.22,0.0,0.66,51.59,6.55,7.51,1146.56,23.98,12.13,2.46,-1.0,0.0,0.0,0.0,0.0,0.0,42.06,746.41,31.75,0.13
1978,Orissa,Ganjam,324.07,420.56,1297.74,0.78,0.9,1153.85,2.54,2.54,0.0,0.83,59.63,7.2,8.92,1238.89,24.75,13.75,2.81,-1.0,0.0,0.0,0.0,0.0,0.0,46.66,740.87,36.46,0.15
1979,Orissa,Ganjam,291.9,318.52,1091.2,0.69,1.47,2130.43,2.4,2.4,0.0,1.06,35.23,7.38,6.37,863.14,18.48,7.32,1.86,-1.0,0.0,0.0,0.0,0.0,0.0,32.32,489.18,36.73,0.12
1980,Orissa,Ganjam,316.46,401.77,1269.58,0.7,2.18,3114.29,4.6,4.6,0.0,2.49,65.02,12.81,19.61,1530.84,22.04,11.56,2.7,-1.0,0.0,0.0,0.0,0.0,0.0,42.05,683.18,41.3,0.05
1981,Orissa,Ganjam,302.38,308.61,1020.6,0.54,1.39,2574.07,3.81,3.81,0.0,2.02,54.78,10.93,19.28,1763.95,31.74,7.47,3.16,-1.0,0.0,0.0,0.0,0.0,0.0,54.8,723.24,45.3,0.04
1982,Orissa,Ganjam,303.39,309.86,1021.33,0.37,0.52,1405.41,2.85,2.85,0.0,1.61,52.05,12.05,11.95,991.7,36.23,12.17,3.08,-1.0,0.0,0.0,0.0,0.0,0.0,58.49,898.05,63.96,0.03
1983,Orissa,Ganjam,327.92,538.85,1643.24,0.4,0.96,2400.0,3.97,3.97,0.0,1.74,56.82,13.94,14.4,1033.0,53.2,12.71,2.5,-1.0,0.0,0.0,0.01,0.02,500.0,95.33,1036.87,25.3,0.03
1984,Orissa,Ganjam,322.54,287.48,891.3,0.46,0.93,2021.74,3.35,3.35,0.0,1.87,47.9,14.8,13.16,889.19,79.46,16.71,2.07,-1.0,0.0,0.0,0.0,0.0,0.0,69.37,807.19,35.9,0.03
1985,Orissa,Ganjam,320.56,541.63,1689.64,0.42,0.8,1904.76,2.49,2.49,0.0,1.38,45.72,12.81,11.62,907.1,61.28,16.39,4.13,-1.0,0.0,0.0,0.0,0.0,0.0,87.88,970.3,38.4,0.09
1986,Orissa,Ganjam,308.21,471.46,1529.67,0.46,0.9,1956.52,2.47,2.47,0.0,1.56,46.5,12.45,10.49,842.57,70.33,15.48,2.2,-1.0,0.0,0.0,0.0,0.0,0.0,78.39,814.53,52.9,0.09
1987,Orissa,Ganjam,212.11,180.88,852.77,0.6,1.0,1666.67,2.49,2.49,0.0,1.44,35.33,12.41,10.66,858.98,70.82,15.22,2.1,-1.0,0.0,0.0,0.0,0.26,650.0,74.29,685.84,52.9,0.03
1988,Orissa,Ganjam,313.9,582.3,1855.05,0.46,0.68,1478.26,2.68,2.68,0.0,2.14,43.87,13.37,12.85,961.11,72.98,13.22,1.67,-1.0,0.0,0.0,0.0,0.0,0.0,76.43,747.34,56.88,0.12
1989,Orissa,Ganjam,336.46,750.76,2231.35,0.38,0.57,1500.0,2.58,2.58,0.0,2.16,66.52,13.43,13.68,1018.62,51.18,18.84,1.52,-1.0,0.0,0.0,0.0,0.0,0.0,84.8,698.34,60.6,0.1
1990,Orissa,Ganjam,316.16,484.74,1533.21,0.49,0.98,2000.0,3.32,3.32,0.0,1.8,50.9,13.41,11.88,885.91,64.65,14.18,2.26,0.02,1.82,0.02,0.02,0.0,0.0,84.76,684.32,63.5,0.14
1991,Orissa,Ganjam,312.46,710.81,2274.88,0.37,0.62,1675.68,1.84,1.84,0.0,1.76,59.04,14.65,13.31,908.53,52.5,12.0,2.14,0.02,1.99,0.02,0.03,0.0,0.0,70.87,643.22,61.95,0.11
1992,Orissa,Ganjam,319.07,639.26,2003.51,0.19,0.81,4263.16,0.5,0.5,0.0,0.34,44.13,8.87,10.58,1192.78,43.34,11.36,0.97,0.02,1.25,0.02,0.08,0.0,0.0,57.2,758.12,57.21,0.03
1993,Orissa,Ganjam,329.55,643.08,1951.39,0.08,0.13,1625.0,3.1,3.1,0.0,1.24,56.5,16.04,18.51,1153.99,46.82,17.72,2.43,0.04,1.78,0.04,0.11,0.0,0.0,71.66,777.14,34.66,0.04
1994,Orissa,Ganjam,334.79,630.92,1884.52,0.08,0.15,1875.0,1.87,1.87,0.0,1.13,49.99,16.52,19.11,1156.78,38.41,17.48,2.55,0.01,1.72,0.04,0.09,0.0,0.0,63.54,766.1,37.15,0.11
1995,Orissa,Ganjam,324.33,495.68,1528.32,0.07,0.13,1857.14,1.83,1.83,0.0,1.16,61.17,14.6,16.51,1130.82,30.25,23.98,2.34,0.02,1.53,0.11,0.08,0.0,0.0,55.15,686.2,33.36,0.16
1996,Orissa,Ganjam,294.79,266.08,902.61,0.08,0.13,1625.0,1.58,1.58,0.0,0.81,33.46,13.85,15.65,1129.96,17.63,8.26,2.28,0.01,1.31,0.06,0.16,0.0,0.0,32.74,582.15,27.64,0.09
