Year,State,District,Rice_Area_1000ha,Rice_Prod_1000t,Rice_Yield,Wheat_Area_1000ha,Wheat_Prod_1000t,Wheat_Yield,Sorghum_Prod_1000t,Sorghum_Kharif_Prod_1000t,Sorghum_Rabi_Prod_1000t,PearlMillet_Prod_1000t,FingerMillet_Prod_1000t,Maize_Area_1000ha,Maize_Prod_1000t,Maize_Yield,Groundnut_Prod_1000t,Sesamum_Prod_1000t,RapeseedMustard_Prod_1000t,Safflower_Prod_1000t,Castor_Prod_1000t,Linseed_Prod_1000t,Sunflower_Prod_1000t,Soybean_Prod_1000t,Soybean_Yield,Oilseed_Prod_1000t,Oilseed_Yield,Sugarcane_Prod_1000t,Cotton_Prod_1000t
1997,Orissa,Ganjam,308.7,456.93,1480.17,0.07,0.13,1857.14,1.22,1.22,0.0,0.77,44.28,12.81,14.12,1102.26,23.83,8.6,1.97,0.0,1.85,0.09,0.42,0.0,0.0,39.05,729.63,23.41,0.33
1998,Orissa,Ganjam,312.03,545.17,1747.17,0.13,0.25,1923.08,1.22,1.22,0.0,0.53,53.5,13.1,14.52,1108.4,25.59,14.17,2.27,0.0,1.84,0.11,0.44,0.0,0.0,47.83,685.64,26.99,0.53
1999,Orissa,Ganjam,306.37,262.69,857.43,0.19,0.37,1947.37,1.32,1.32,0.0,0.82,50.39,13.45,15.1,1122.68,22.02,15.09,2.63,0.0,1.53,0.16,0.93,0.0,0.0,45.75,622.7,20.95,0.38
2000,Orissa,Ganjam,313.56,400.15,1276.15,0.06,0.11,1833.33,1.27,1.27,0.0,0.98,51.22,14.38,16.15,1123.09,17.99,15.07,2.0,0.0,1.62,0.05,0.45,0.0,0.0,40.8,654.16,20.7,0.74
2001,Orissa,Ganjam,330.96,705.15,2130.62,0.2,0.37,1850.0,1.27,1.27,0.0,0.86,54.22,15.07,17.76,1178.5,26.52,18.83,2.53,0.01,1.53,0.07,0.7,0.0,0.0,52.29,695.35,33.61,1.17
2002,Orissa,Ganjam,287.23,254.2,885.01,0.09,0.17,1888.89,1.27,1.27,0.0,0.72,42.46,14.81,19.74,1332.88,17.07,12.95,1.87,0.0,1.1,0.06,0.3,0.0,0.0,36.08,662.26,17.73,0.96
2003,Orissa,Ganjam,329.64,506.55,1536.68,0.15,0.26,1733.33,1.17,1.17,0.0,0.68,49.92,14.67,17.49,1192.23,23.14,14.33,2.46,0.0,1.32,0.04,0.51,0.0,0.0,44.55,716.24,27.67,1.08
2004,Orissa,Ganjam,295.64,446.44,1510.08,0.15,0.28,1866.67,1.17,1.17,0.0,0.62,49.22,14.64,19.88,1357.92,25.48,14.44,2.37,0.0,1.41,0.08,0.58,0.0,0.0,45.05,667.01,24.76,1.04
2005,Orissa,Ganjam,281.19,392.26,1395.0,0.12,0.23,1916.67,1.34,1.34,0.0,0.58,50.16,16.86,22.6,1340.45,30.48,14.01,1.88,0.01,1.39,0.02,0.79,0.0,0.0,51.02,706.65,32.73,0.92
2006,Orissa,Ganjam,313.5,648.93,2069.95,0.1,0.17,1700.0,1.48,1.48,0.0,0.49,49.58,17.82,24.3,1363.64,37.7,15.01,1.08,0.0,1.54,0.06,0.87,0.0,0.0,58.64,760.47,29.62,0.32
2007,Orissa,Ganjam,312.21,696.05,2229.43,0.1,0.18,1800.0,1.51,1.51,0.0,0.7,53.42,17.79,24.78,1392.92,39.39,14.41,1.0,0.0,1.27,0.02,1.09,0.0,0.0,59.19,801.92,27.34,0.54
2008,Orissa,Ganjam,311.94,518.16,1661.09,0.11,0.19,1727.27,1.56,1.56,0.0,0.81,53.21,18.57,26.91,1449.11,43.01,14.84,0.98,0.0,1.48,0.03,1.15,0.0,0.0,63.19,909.34,23.66,0.63
2009,Orissa,Ganjam,311.55,620.4,1991.33,0.2,0.38,1900.0,1.51,1.51,0.0,0.76,55.77,18.51,26.05,1407.35,36.32,10.24,0.72,0.0,1.13,0.02,1.26,0.0,0.0,50.87,915.75,25.85,0.58
2010,Orissa,Ganjam,312.26,514.88,1648.88,0.15,0.28,1866.67,1.79,1.79,0.0,1.28,58.9,20.95,32.62,1557.04,39.16,12.01,0.91,0.0,1.0,0.03,2.01,0.0,0.0,55.52,927.19,25.3,0.55
2011,Orissa,Ganjam,298.38,193.29,647.8,0.04,0.07,1750.0,1.92,1.92,0.0,1.28,52.44,22.47,43.18,1921.67,30.28,9.38,0.53,0.0,1.2,0.01,2.91,0.0,0.0,45.16,922.2,19.07,0.64
2012,Orissa,Ganjam,289.29,525.84,1817.69,0.1,0.17,1700.0,1.85,0.0,0.0,1.16,53.88,23.82,47.45,1992.02,37.47,9.42,0.63,0.0,1.25,0.09,4.86,0.0,0.0,54.43,978.6,22.63,1.11
2013,Orissa,Ganjam,289.88,126.18,435.28,0.1,0.17,1700.0,1.72,0.0,0.0,1.13,52.75,25.26,60.36,2389.55,54.45,12.38,2.62,0.0,1.15,0.0,4.43,0.0,0.0,75.31,1007.63,0.0,0.73
2014,Orissa,Ganjam,301.93,772.5,2558.54,0.06,0.1,1666.67,1.43,1.43,0.0,0.85,50.57,25.86,61.79,2389.4,47.53,11.77,1.64,0.0,0.99,0.0,3.45,0.0,0.0,65.71,991.7,21.76,0.98
2015,Orissa,Ganjam,279.06,501.53,1797.21,0.01,0.02,2000.0,1.6,1.6,0.0,0.88,50.07,23.0,55.32,2405.22,28.44,8.7,1.07,0.0,0.93,0.0,3.38,0.0,0.0,42.79,900.27,0.0,0.93
2016,Orissa,Ganjam,285.92,799.75,2797.11,0.02,0.03,1500.0,1.4,1.4,0.0,0.73,45.05,28.77,84.55,2938.83,28.68,8.32,1.18,0.0,0.79,0.0,2.21,0.0,0.0,42.04,936.51,19.46,5.36
2017,Orissa,Ganjam,243.24,402.84,1656.14,0.09,0.17,1888.89,1.41,1.41,0.0,0.63,20.36,30.91,90.11,2915.24,27.99,10.67,1.7,0.0,1.12,0.0,1.42,0.0,0.0,43.17,877.08,16.35,6.83
1966,Orissa,Kalahandi,273.34,163.75,599.07,1.44,1.2,833.33,0.14,0.14,0.0,0.06,13.49,2.81,2.22,790.04,1.82,1.16,5.36,0.0,0.0,0.0,0.0,0.0,0.0,11.57,394.61,5.36,0.01
1967,Orissa,Kalahandi,279.69,211.76,757.12,1.31,1.12,854.96,0.21,0.21,0.0,0.0,9.57,7.24,5.23,722.38,1.74,3.34,3.34,0.0,0.0,0.0,0.0,0.0,0.0,13.56,348.59,6.3,0.01
1968,Orissa,Kalahandi,282.0,247.79,878.69,1.35,1.08,800.0,0.7,0.7,0.0,0.05,12.72,7.69,5.35,695.71,1.94,1.68,3.3,0.0,0.0,0.0,0.0,0.0,0.0,15.03,396.57,16.26,0.01
1969,Orissa,Kalahandi,291.29,247.64,850.15,1.34,1.15,858.21,0.69,0.69,0.0,0.04,10.7,8.31,6.0,722.02,1.75,4.51,4.86,0.0,0.0,0.0,0.0,0.0,0.0,20.08,471.03,14.16,0.0
1970,Orissa,Kalahandi,300.0,264.0,880.0,1.25,1.12,896.0,0.9,0.9,0.0,0.1,12.31,8.79,5.92,673.49,1.63,4.62,4.5,0.0,0.0,0.0,0.0,0.0,0.0,16.87,491.26,13.15,0.0
1971,Orissa,Kalahandi,307.0,257.0,837.13,1.12,1.2,1071.43,0.93,0.93,0.0,0.1,9.67,8.21,6.34,772.23,2.1,6.66,3.58,0.0,0.0,0.0,0.0,0.0,0.0,20.1,518.84,25.55,0.01
1972,Orissa,Kalahandi,262.2,198.23,756.03,3.44,5.16,1500.0,1.7,1.7,0.0,0.11,9.06,9.7,7.44,767.01,2.32,4.27,6.11,0.0,0.0,0.0,0.0,0.0,0.0,28.43,624.97,33.84,0.0
1973,Orissa,Kalahandi,272.5,216.64,795.01,3.65,4.18,1145.21,0.94,0.94,0.0,0.09,12.13,12.96,4.3,331.79,3.34,5.74,8.67,-1.0,0.0,0.0,0.0,0.0,0.0,30.32,585.22,35.97,0.01
1974,Orissa,Kalahandi,254.7,98.29,385.9,1.98,2.19,1106.06,1.31,1.31,0.0,0.05,11.69,11.01,7.94,721.16,3.11,4.56,4.6,-1.0,0.0,0.0,0.0,0.0,0.0,20.9,405.83,36.26,0.03
1975,Orissa,Kalahandi,292.92,242.71,828.59,3.65,5.33,1460.27,2.2,2.2,0.0,0.16,14.51,12.96,10.49,809.41,2.84,6.54,9.46,-1.0,0.0,0.0,0.0,0.0,0.0,30.72,531.3,32.76,0.06
1976,Orissa,Kalahandi,259.8,169.56,652.66,3.2,4.1,1281.25,3.24,3.24,0.0,0.17,10.95,14.32,9.4,656.42,3.42,4.86,4.93,-1.0,0.0,0.0,0.0,0.0,0.0,20.06,451.4,32.04,0.11
1977,Orissa,Kalahandi,256.19,227.99,889.93,6.08,7.57,1245.07,4.42,4.42,0.0,0.2,18.0,14.97,10.53,703.41,3.88,5.42,9.53,-1.0,0.0,0.0,0.0,0.0,0.0,29.75,452.75,25.3,0.15
1978,Orissa,Kalahandi,278.25,233.59,839.5,8.17,8.73,1068.54,2.83,2.83,0.0,0.02,15.03,13.82,9.1,658.47,3.88,5.41,11.87,-1.0,0.0,0.0,0.0,0.0,0.0,34.87,449.59,24.43,0.2
1979,Orissa,Kalahandi,271.6,109.89,404.6,6.85,5.2,759.12,1.6,1.6,0.0,0.07,12.13,14.9,7.04,472.48,4.45,3.44,6.25,-1.0,0.0,0.0,0.0,0.0,0.0,25.31,311.7,24.14,0.14
1980,Orissa,Kalahandi,267.24,225.06,842.16,7.12,9.9,1390.45,3.21,3.21,0.0,0.17,17.99,19.2,13.11,682.81,8.37,6.53,10.26,-1.0,0.0,0.0,0.0,0.0,0.0,43.42,497.59,27.4,0.12
1981,Orissa,Kalahandi,279.45,225.14,805.65,5.72,8.28,1447.55,4.97,4.97,0.0,0.18,18.67,16.37,12.9,788.03,9.07,11.66,9.62,-1.0,0.0,0.0,0.0,0.0,0.0,51.29,508.68,20.2,0.14
1982,Orissa,Kalahandi,290.22,204.97,706.26,4.17,6.21,1489.21,5.87,5.87,0.0,0.19,21.91,19.68,18.47,938.52,9.0,17.08,7.36,-1.0,0.0,0.0,0.0,0.0,0.0,46.92,524.66,10.33,0.1
1983,Orissa,Kalahandi,302.63,253.25,836.83,3.51,5.97,1700.85,7.57,7.57,0.0,0.18,38.74,19.26,26.87,1395.12,17.59,16.66,7.95,-1.0,0.0,0.0,0.0,0.06,600.0,68.06,577.81,15.39,0.05
1984,Orissa,Kalahandi,320.33,247.3,772.02,4.24,8.83,2082.55,2.61,2.61,0.0,0.08,10.86,7.41,7.43,1002.7,15.56,9.7,6.17,-1.0,0.0,0.0,0.0,0.0,0.0,52.61,534.65,24.9,0.06
1985,Orissa,Kalahandi,308.77,307.97,997.41,3.7,7.08,1913.51,6.54,6.54,0.0,1.72,27.93,22.42,22.32,995.54,17.8,17.91,10.68,-1.0,0.0,0.0,0.0,0.0,0.0,50.29,505.12,28.8,0.11
1986,Orissa,Kalahandi,317.84,194.05,610.53,1.44,2.3,1597.22,6.06,6.06,0.0,0.29,25.19,18.05,18.78,1040.44,14.82,15.49,7.99,-1.0,0.0,0.0,0.0,0.0,0.0,52.71,556.42,14.1,0.08
1987,Orissa,Kalahandi,295.42,171.44,580.33,1.4,2.1,1500.0,4.29,4.29,0.0,0.22,27.29,19.38,25.34,1307.53,21.88,15.29,8.6,-1.0,0.0,0.0,0.0,0.0,0.0,60.85,557.8,14.1,0.14
1988,Orissa,Kalahandi,284.0,199.03,700.81,0.91,1.64,1802.2,4.08,4.08,0.0,0.34,21.27,16.62,19.5,1173.29,20.89,17.29,8.87,-1.0,0.0,0.0,0.0,0.0,0.0,71.31,633.64,16.5,0.6
1989,Orissa,Kalahandi,319.79,297.86,931.42,1.22,2.2,1803.28,2.25,2.25,0.0,0.32,22.94,15.41,17.02,1104.48,27.52,16.27,7.77,-1.0,0.0,0.0,0.0,0.0,0.0,65.8,583.85,20.95,0.76
1990,Orissa,Kalahandi,317.93,300.42,944.93,0.72,1.08,1500.0,1.72,1.72,0.0,0.21,25.48,13.88,15.99,1152.02,26.81,20.92,7.55,0.29,3.09,3.02,0.0,0.12,1000.0,70.78,633.38,24.2,0.67
1991,Orissa,Kalahandi,323.3,340.38,1052.83,1.11,1.87,1684.68,1.07,1.07,0.0,0.13,16.45,9.31,9.02,968.85,23.37,11.92,7.9,0.47,1.89,4.61,0.56,0.01,1000.0,56.23,543.5,33.54,0.67
1992,Orissa,Kalahandi,322.77,257.59,798.06,0.78,1.1,1410.26,1.28,1.28,0.0,0.17,14.33,16.49,16.98,1029.71,24.0,14.87,4.47,0.38,2.07,3.64,0.86,0.0,0.0,55.28,615.8,23.19,0.23
1993,Orissa,Kalahandi,317.8,333.71,1050.06,0.84,1.06,1261.9,1.23,1.23,0.0,0.03,15.46,9.14,9.11,996.72,32.05,15.05,8.32,0.83,1.46,4.15,0.43,0.0,0.0,65.66,672.61,25.31,0.13
1994,Orissa,Kalahandi,331.92,362.89,1093.31,1.44,1.49,1034.72,0.84,0.84,0.0,0.03,11.29,11.18,9.51,850.63,29.82,12.2,5.88,1.68,2.06,3.34,0.37,0.0,0.0,59.72,591.23,35.1,0.26
1995,Orissa,Kalahandi,327.74,357.91,1092.05,1.6,2.16,1350.0,1.01,1.01,0.0,0.06,11.19,8.74,7.67,877.57,40.68,16.67,9.59,1.4,2.63,4.54,0.61,0.0,0.0,79.98,661.37,28.11,0.68
1996,Orissa,Kalahandi,332.08,240.53,724.31,1.16,1.01,870.69,0.8,0.8,0.0,0.04,3.71,8.6,7.66,890.7,26.63,5.99,4.37,0.39,2.0,1.8,0.23,0.12,244.9,44.22,452.89,28.86,0.56
1997,Orissa,Kalahandi,335.7,417.13,1242.57,1.43,1.34,937.06,0.7,0.7,0.0,0.03,5.56,9.7,10.79,1112.37,36.19,7.67,5.36,0.61,2.54,3.65,0.8,0.14,194.44,59.81,565.74,25.73,0.99
1998,Orissa,Kalahandi,331.57,250.75,756.25,1.42,1.27,894.37,0.55,0.55,0.0,0.02,6.83,7.75,8.61,1110.97,26.49,4.51,3.72,0.37,2.19,3.18,1.31,0.09,183.67,44.98,495.92,7.57,1.64
1999,Orissa,Kalahandi,325.85,380.1,1166.49,1.59,1.37,861.64,0.88,0.88,0.0,0.07,8.91,9.01,11.47,1273.03,28.82,7.79,6.81,1.05,3.19,4.13,1.57,0.01,166.67,56.34,606.46,22.74,3.32
2000,Orissa,Kalahandi,371.39,373.83,1006.57,1.2,0.76,633.33,0.65,0.65,0.0,0.02,7.93,8.19,9.89,1207.57,26.3,12.64,4.61,0.69,2.4,1.79,0.95,0.0,0.0,51.52,634.4,21.48,4.55
2001,Orissa,Kalahandi,372.4,499.78,1342.05,1.83,1.74,950.82,0.72,0.72,0.0,0.08,9.2,7.97,9.35,1173.15,22.95,6.85,5.59,1.54,3.37,2.51,1.63,0.0,0.0,46.97,542.07,16.6,2.23
2002,Orissa,Kalahandi,349.94,133.4,381.21,0.94,1.03,1095.74,0.32,0.32,0.0,0.04,5.95,5.27,8.31,1576.85,13.02,1.31,3.05,0.34,1.52,0.78,0.48,0.0,0.0,22.68,598.73,12.13,3.55
2003,Orissa,Kalahandi,380.48,492.13,1293.45,1.6,1.82,1137.5,0.36,0.36,0.0,0.06,6.58,6.72,8.12,1208.33,27.92,6.31,4.61,0.52,2.78,1.83,0.98,0.0,0.0,48.08,608.45,10.76,4.21
2004,Orissa,Kalahandi,372.84,381.6,1023.5,1.58,1.86,1177.22,0.2,0.2,0.0,0.03,7.86,6.45,7.49,1161.24,32.11,6.82,3.57,0.75,3.44,1.48,1.9,0.0,0.0,53.84,597.29,11.87,5.76
2005,Orissa,Kalahandi,395.23,416.15,1052.93,2.29,2.85,1244.54,0.22,0.22,0.0,0.05,6.74,7.18,8.51,1185.24,32.34,9.0,6.19,0.44,3.42,1.64,2.21,0.01,500.0,59.02,641.52,9.78,6.47
2006,Orissa,Kalahandi,371.38,414.19,1115.27,2.29,2.91,1270.74,0.24,0.24,0.0,0.05,6.83,14.59,17.92,1228.24,35.93,10.5,6.26,0.4,4.85,1.85,6.29,0.0,0.0,69.73,810.53,9.89,6.37
2007,Orissa,Kalahandi,382.34,563.16,1472.93,2.2,3.17,1440.91,0.25,0.25,0.0,0.09,5.06,20.39,31.22,1531.14,40.71,8.42,6.2,0.41,5.6,2.17,7.27,0.0,0.0,74.81,859.79,10.84,6.79
2008,Orissa,Kalahandi,373.8,500.73,1339.57,2.29,3.31,1445.41,0.31,0.31,0.0,0.08,4.98,21.85,33.61,1538.22,44.29,11.07,6.46,0.35,5.37,2.13,3.13,0.0,0.0,76.63,878.68,9.51,7.64
2009,Orissa,Kalahandi,380.23,551.81,1451.25,2.99,4.54,1518.39,0.34,0.34,0.0,0.09,8.79,22.62,50.45,2230.33,43.03,8.29,7.11,0.27,4.77,2.1,3.18,0.0,0.0,73.76,841.43,14.63,6.81
2010,Orissa,Kalahandi,380.47,839.62,2206.8,2.72,3.99,1466.91,0.45,0.45,0.0,0.1,5.89,24.3,61.62,2535.8,41.13,5.28,6.47,0.31,3.79,2.03,4.64,0.0,0.0,68.94,940.01,12.41,15.88
2011,Orissa,Kalahandi,313.1,285.25,911.05,1.22,1.71,1401.64,0.44,0.44,0.0,0.05,3.21,22.76,77.31,3396.75,53.35,7.74,8.81,0.34,3.5,1.93,6.47,0.0,0.0,87.25,1019.51,13.36,18.71
2012,Orissa,Kalahandi,355.5,861.05,2422.08,2.77,4.69,1693.14,0.47,0.0,0.0,0.08,4.56,25.73,87.02,3382.04,47.06,6.11,7.56,0.16,3.29,2.5,4.58,0.0,0.0,73.95,990.09,12.83,23.01
2013,Orissa,Kalahandi,353.28,830.89,2351.93,2.78,4.96,1784.17,0.35,0.0,0.0,0.06,4.91,29.1,98.1,3371.13,52.39,6.4,7.87,0.39,3.7,3.01,6.42,0.0,0.0,82.51,1001.46,0.0,16.1
2014,Orissa,Kalahandi,328.61,746.19,2270.75,1.8,3.25,1805.56,0.38,0.38,0.0,0.07,4.1,28.9,97.47,3372.66,54.4,5.28,8.03,0.24,2.94,2.67,6.23,0.0,0.0,82.55,1037.06,15.8,18.83
2015,Orissa,Kalahandi,291.63,300.97,1032.03,0.23,0.41,1782.61,0.35,0.35,0.0,0.06,3.86,24.86,88.06,3542.24,55.09,5.43,7.18,0.2,2.71,1.87,2.39,0.0,0.0,78.38,1011.88,0.0,19.02
2016,Orissa,Kalahandi,318.39,667.81,2097.46,0.07,0.13,1857.14,0.28,0.28,0.0,0.06,3.9,19.58,63.08,3221.65,48.15,3.44,5.98,0.16,2.41,1.89,4.96,0.0,0.0,70.23,1036.3,10.61,170.2
2017,Orissa,Kalahandi,288.76,489.55,1695.35,0.06,0.1,1666.67,0.23,0.23,0.0,0.09,2.95,15.9,46.68,2935.85,32.09,3.08,4.61,0.16,1.42,1.22,2.45,0.0,0.0,47.53,941.56,10.37,176.93
1966,Orissa,Keonjhar,185.07,182.11,984.01,0.54,0.41,759.26,0.64,0.64,0.0,0.01,0.5,5.97,5.67,949.75,1.01,0.89,2.25,0.0,0.0,0.0,0.0,0.0,0.0,7.13,414.05,2.01,0.01
1967,Orissa,Keonjhar,206.27,161.22,781.6,0.36,0.34,944.44,0.94,0.94,0.0,0.01,0.46,7.52,7.12,946.81,0.81,0.39,1.96,0.0,0.0,0.0,0.0,0.0,0.0,5.52,453.57,1.14,0.01
1968,Orissa,Keonjhar,198.61,173.55,873.82,0.38,0.39,1026.32,1.1,1.1,0.0,0.06,0.58,7.77,7.06,908.62,0.46,0.36,2.16,0.0,0.0,0.0,0.0,0.0,0.0,8.77,575.84,1.49,0.01
1969,Orissa,Keonjhar,205.15,173.44,845.43,0.37,0.41,1108.11,1.08,1.08,0.0,0.05,0.49,8.12,6.75,831.28,0.55,1.07,2.19,0.0,0.0,0.0,0.01,0.0,0.0,8.7,576.16,2.18,0.01
1970,Orissa,Keonjhar,202.0,172.0,851.49,0.35,0.46,1314.29,0.79,0.79,0.0,0.12,0.54,8.38,6.79,810.26,0.34,1.12,1.88,0.0,0.0,0.0,0.0,0.0,0.0,11.23,780.95,1.98,0.01
1971,Orissa,Keonjhar,193.0,132.0,683.94,0.72,0.94,1305.56,0.54,0.54,0.0,0.07,0.26,8.8,4.5,511.36,0.8,1.0,1.83,0.0,0.0,0.0,0.0,0.0,0.0,12.06,772.09,3.27,0.0
1972,Orissa,Keonjhar,185.83,152.04,818.17,1.65,1.9,1151.52,0.59,0.59,0.0,0.04,0.0,0.41,0.61,1487.8,1.04,0.27,3.26,0.0,0.0,0.0,0.02,0.0,0.0,13.56,722.43,5.23,0.0
1973,Orissa,Keonjhar,235.55,230.67,979.28,1.73,1.6,924.86,0.34,0.34,0.0,0.02,0.52,12.66,8.94,706.16,1.29,0.94,1.97,-1.0,0.0,0.0,0.0,0.0,0.0,8.82,463.97,4.03,0.0
1974,Orissa,Keonjhar,215.83,171.03,792.43,2.02,2.02,1000.0,0.34,0.34,0.0,0.06,0.4,12.28,5.73,466.61,0.37,0.35,1.73,-1.0,0.0,0.0,0.0,0.0,0.0,6.55,311.76,6.3,0.0
1975,Orissa,Keonjhar,226.26,209.34,925.22,1.73,2.59,1497.11,0.55,0.55,0.0,0.08,1.09,12.66,8.26,652.45,0.72,1.36,2.35,-1.0,0.0,0.0,0.0,0.0,0.0,8.77,372.4,4.2,0.0
1976,Orissa,Keonjhar,205.4,141.33,688.07,1.32,1.32,1000.0,0.14,0.14,0.0,0.08,0.34,13.91,4.56,327.82,0.74,0.84,0.81,-1.0,0.0,0.0,0.0,0.0,0.0,4.11,257.2,4.2,0.0
1977,Orissa,Keonjhar,218.69,203.61,931.04,1.76,1.76,1000.0,0.48,0.48,0.0,0.1,0.56,13.94,8.83,633.43,0.6,0.93,1.88,-1.0,0.0,0.0,0.0,0.0,0.0,8.08,325.68,3.85,0.0
1978,Orissa,Keonjhar,222.32,189.35,851.7,1.77,2.65,1497.18,0.49,0.49,0.0,0.15,0.72,14.11,8.92,632.18,0.79,0.87,1.68,-1.0,0.0,0.0,0.0,0.0,0.0,8.16,330.77,4.25,0.02
1979,Orissa,Keonjhar,205.33,118.16,575.46,1.75,1.4,800.0,0.39,0.39,0.0,0.06,0.81,14.0,6.16,440.0,0.56,0.58,0.75,-1.0,0.0,0.0,0.01,0.0,0.0,3.77,124.67,4.04,0.01
1980,Orissa,Keonjhar,195.45,163.63,837.2,1.99,1.99,1000.0,0.57,0.57,0.0,0.22,1.9,18.16,16.27,895.93,1.83,0.5,2.44,-1.0,0.0,0.0,0.0,0.0,0.0,10.62,339.73,3.9,0.02
1981,Orissa,Keonjhar,205.4,170.49,830.04,2.41,4.58,1900.41,0.67,0.67,0.0,0.18,1.76,15.48,16.0,1033.59,2.22,1.77,2.25,-1.0,0.0,0.0,0.0,0.0,0.0,7.83,311.83,5.1,0.01
1982,Orissa,Keonjhar,209.31,111.5,532.7,2.77,6.91,2494.58,0.63,0.63,0.0,0.15,1.86,18.25,3.18,174.25,2.3,3.2,1.67,-1.0,0.0,0.0,0.0,0.0,0.0,3.77,215.06,16.85,0.03
1983,Orissa,Keonjhar,223.16,237.97,1066.36,1.77,4.42,2497.18,0.49,0.49,0.0,0.3,1.06,19.75,6.58,333.16,6.17,3.54,3.47,-1.0,0.0,0.0,0.0,0.04,500.0,16.71,334.27,6.47,0.02
1984,Orissa,Keonjhar,205.54,158.62,771.72,2.2,5.26,2390.91,1.56,1.56,0.0,0.5,4.3,21.1,18.14,859.72,7.52,1.85,1.68,-1.0,0.0,0.0,0.0,0.0,0.0,22.37,646.72,7.3,0.0
1985,Orissa,Keonjhar,218.84,200.33,915.42,2.29,4.37,1908.3,1.11,1.11,0.0,0.52,3.75,20.27,17.42,859.4,7.71,4.6,5.08,-1.0,0.0,0.0,0.0,0.0,0.0,22.57,478.28,6.4,0.0
1986,Orissa,Keonjhar,216.78,190.25,877.62,2.01,4.71,2343.28,0.72,0.72,0.0,0.27,3.42,20.43,16.2,792.95,11.86,3.79,4.54,-1.0,0.0,0.0,0.0,0.0,0.0,26.54,546.54,3.7,0.0
1987,Orissa,Keonjhar,206.6,112.06,542.4,2.1,4.9,2333.33,0.59,0.59,0.0,0.41,2.78,20.9,17.25,825.36,11.34,4.23,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,26.38,539.69,3.7,0.0
1988,Orissa,Keonjhar,218.72,217.63,995.02,1.91,3.93,2057.59,0.67,0.67,0.0,0.45,3.5,20.85,18.75,899.28,16.54,3.82,4.96,-1.0,0.0,0.0,0.0,0.0,0.0,33.0,628.21,5.4,0.0
1989,Orissa,Keonjhar,202.11,224.16,1109.1,1.66,3.08,1855.42,0.52,0.52,0.0,0.22,2.52,19.5,21.97,1126.67,10.08,4.38,4.31,-1.0,0.0,0.0,0.0,0.0,0.0,26.29,527.38,5.65,0.0
1990,Orissa,Keonjhar,216.32,217.08,1003.51,1.42,2.15,1514.08,0.7,0.7,0.0,0.21,1.33,21.02,24.82,1180.78,9.16,4.23,4.24,0.0,0.28,0.63,0.0,0.0,0.0,27.27,563.78,7.2,0.0
1991,Orissa,Keonjhar,208.28,239.79,1151.29,1.6,2.56,1600.0,0.56,0.56,0.0,0.54,0.8,20.29,18.79,926.07,6.64,2.9,4.85,0.0,0.22,0.83,0.35,0.0,0.0,30.8,522.57,6.44,0.0
1992,Orissa,Keonjhar,215.8,190.08,880.82,1.34,1.98,1477.61,0.48,0.48,0.0,0.2,0.51,20.77,20.18,971.59,6.29,3.12,3.84,0.0,0.27,0.67,0.19,0.0,0.0,23.47,450.91,5.01,0.0
1993,Orissa,Keonjhar,219.18,257.85,1176.43,0.93,1.47,1580.65,0.57,0.57,0.0,0.21,0.7,21.77,22.23,1021.13,11.48,3.91,5.82,0.0,0.3,0.71,0.23,0.0,0.0,33.43,658.98,1.04,0.0
1994,Orissa,Keonjhar,206.39,232.12,1124.67,1.89,3.74,1978.84,0.53,0.53,0.0,0.21,0.91,22.19,23.14,1042.81,11.95,5.18,4.29,0.02,0.25,0.61,0.09,0.0,0.0,38.25,597.0,3.82,0.0
1995,Orissa,Keonjhar,218.98,245.58,1121.47,1.68,3.34,1988.1,0.13,0.13,0.0,0.15,0.61,18.64,22.38,1200.64,13.09,4.66,5.79,0.01,0.27,0.99,0.08,0.0,0.0,40.05,646.49,2.36,0.0
1996,Orissa,Keonjhar,207.42,144.49,696.61,1.28,2.38,1859.38,0.28,0.28,0.0,0.15,0.01,20.51,33.38,1627.5,9.09,2.97,4.22,0.0,0.15,0.66,0.01,0.0,0.0,25.89,523.24,4.37,0.0
1997,Orissa,Keonjhar,217.59,283.72,1303.92,1.77,3.54,2000.0,0.28,0.28,0.0,0.15,0.59,21.44,39.08,1822.76,7.99,2.66,6.27,0.0,0.21,0.77,0.61,0.0,0.0,28.36,562.03,0.87,0.0
1998,Orissa,Keonjhar,216.8,158.87,732.8,1.14,1.09,956.14,0.2,0.2,0.0,0.15,0.12,21.51,20.38,947.47,2.1,1.91,3.02,0.0,0.14,0.98,1.13,0.0,0.0,17.21,345.93,1.78,0.01
1999,Orissa,Keonjhar,208.44,168.43,808.05,1.61,1.92,1192.55,0.25,0.25,0.0,0.19,0.33,24.27,42.02,1731.36,5.31,1.26,3.57,0.0,0.24,1.24,0.29,0.0,0.0,19.84,443.65,0.79,0.01
2000,Orissa,Keonjhar,201.5,210.37,1044.02,1.66,2.06,1240.96,0.24,0.24,0.0,0.13,0.05,24.12,19.0,787.73,4.97,0.82,1.31,0.04,0.27,1.11,0.22,0.0,0.0,12.31,271.09,1.09,0.0
2001,Orissa,Keonjhar,212.33,282.38,1329.91,1.67,2.13,1275.45,0.22,0.22,0.0,0.11,0.09,23.68,15.5,654.56,2.61,0.71,1.8,0.05,0.21,1.58,0.45,0.0,0.0,12.07,235.6,0.84,0.0
